,id,name,address,postal_code,services
64,84879, Pohjois-Haagan,"Kaupintie 4, 00440 Helsinki",440,"['E-Library (e-books, audiobooks, digital magazines)', 'Digital Support', 'Outdoor Games', 'Grill', 'Rainbow Shelf', 'E-Newspaper Reading Devices', 'Games', 'Fitness Equipment', 'Open on Saturdays', 'Exhibition Display Case']"
65,84882, Pointin,"Hagelstamintie 1, 01520 Vantaa",1520,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Exhibition Space']"
66,84762, Psykiatriakeskuksen,"Välskärinkatu 12, 00250 Helsinki",250,"['E-Library (e-books, audiobooks, digital magazines)']"
67,84853, Puistolan,"Nurkkatie 2, 00760 Helsinki",760,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Exhibition Space', 'Fitness Equipment', 'Open on Saturdays']"
68,84858, Pukinmäen,"Kenttäkuja 12, 00720 Helsinki",720,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Exhibition Space', 'Fitness Equipment', 'Open on Saturdays']"
69,84763, Riistavuoren,"Isonnevantie 28, 00320 Helsinki",320,"['E-Library (e-books, audiobooks, digital magazines)']"
70,84912, Rikhardinkadun,"Rikhardinkatu 3, 00130 Helsinki",130,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Document Disposal', 'Rainbow Shelf', 'Exhibition Space', 'Open on Saturdays']"
71,84868, Roihuvuoren,"Roihuvuorentie 2, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Open on Saturdays']"
72,84868, Roihuvuoren,"Roihuvuorentie 2, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)']"
73,84767, Roihuvuoren,"Punahilkantie 16, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Return Slot', 'Open on Saturdays']"
74,84767, Roihuvuoren,"Punahilkantie 16, 00820 Helsinki",820,"['E-Library (e-books, audiobooks, digital magazines)']"
75,86000, Venäjänkielinen,"Leppävaarankatu 9, 02600 Espoo",2600,[]
76,84856, Sakarinmäen,"Knutersintie 924, 00890 Helsinki",890,"['E-Library (e-books, audiobooks, digital magazines)']"
77,84917, Saunalahden,"Brinkinmäentie 1, 02330 Espoo",2330,"['E-Library (e-books, audiobooks, digital magazines)', 'Digital Support', 'Open on Saturdays']"
78,84925, Sellon,"Leppävaarankatu 9, 02600 Espoo",2600,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Espoo City Service Point', 'Promentor Language Courses', 'Ukulele', 'Return Slot', 'Sewing Machines', 'Open on Saturdays']"
79,84871, Suomenlinnan,"Suomenlinna C 31, 00190 Helsinki",190,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', 'Exhibition Space']"
80,86407, Suurpellon,"Lillhemtintie 1, 02250 Espoo",2250,"['E-Library (e-books, audiobooks, digital magazines)', 'Open on Saturdays']"
81,84881, Suutarilan,"Seulastentie 11, 00740 Helsinki",740,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Rainbow Shelf', 'Return Slot']"
82,84776, Tapanilan,"Hiidenkiventie 21, 00730 Helsinki",730,"['E-Library (e-books, audiobooks, digital magazines)', 'Printer (Color)', 'Digital Support', '3D Printers', 'Rainbow Shelf', 'E-Newspaper Reading Devices', 'Return Slot']"
83,84850, Tapiolan,"Espoon kulttuurikeskus, Kulttuuriaukio 2, 02100 Espoo",2100,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Overlock Sewing Machines', 'Exhibition Space', 'Open on Saturdays']"
84,84845, Tapulikaupungin,"Ajurinaukio 5, 00750 Helsinki",750,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Outdoor Games', '3D Printers', 'Rainbow Shelf', 'Exhibition Space', 'Sewing Machines', 'Fitness Equipment', 'Open on Saturdays']"
85,84922, Tikkurilan,"Lummetie 4, 01300 Vantaa",1300,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', 'Quiet Working Space', 'Rainbow Shelf', 'Return Slot', 'Exhibition Space', 'Dogs Prohibited', 'Open on Saturdays']"
86,84851, Töölön,"Topeliuksenkatu 6, 00250 Helsinki",250,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Outdoor Games', 'Rainbow Shelf', 'Ukulele', 'Return Slot', 'Exhibition Space', 'Fitness Equipment', 'Open on Saturdays']"
87,84870, Vallilan,"Päijänteentie 5, 00550 Helsinki",550,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Rainbow Shelf', 'Exhibition Space', 'School or Daycare Collaboration', 'Open on Saturdays', 'Exhibition Display Case']"
88,84795, Viherlaakson,"Kavallinmäki 15, 02710 Espoo",2710,"['E-Library (e-books, audiobooks, digital magazines)', 'Digital Support', 'Open on Saturdays']"
89,84919, Viikin,"Viikinkaari 11, 00790 Helsinki",790,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Printer (Color)', 'Digital Support', 'Cove', 'Rainbow Shelf', 'Hiking Backpack', 'Roman Garden', 'Stroller Parking', 'Dogs Prohibited', 'USB Flash Drives', 'Open on Saturdays']"
90,84880, Vuosaaren,"Mosaiikkitori 2, 00980 Helsinki",980,"['E-Library (e-books, audiobooks, digital magazines)', 'Celia Network Customer Registration', 'Digital Support', 'Loanable Sports Equipment', 'Rainbow Shelf', 'Return Slot', 'Open on Saturdays']"
